mifal_input_audit_version,mifal_variable,role,adapter_status,panel_columns_expected,panel_columns_found,panel_units,mifal_units,rows,present_rows,missing_rows,coverage_rate,adapter_note,source_id,split,horizon_months
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,1389,0,1389,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,1389,0,1389,0.0,No flushing-rate column is present in the current frozen monthly panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",1389,0,1389,0.0,No stratification index is present in the current frozen monthly panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,1389,0,1389,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",1389,0,1389,0.0,Satellite bloom index is not in the current frozen monthly panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",1389,0,1389,0.0,Visual bloom reports are not in the current frozen monthly panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,1389,0,1389,0.0,Recent precipitation is not in the current frozen monthly panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",1389,0,1389,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,aquamatch_chla,validation,2
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,1398,0,1398,0.0,Origin-month water temperature maps directly to MIFAL water temperature.,aquamatch_chla,validation,3
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,1398,0,1398,0.0,Total phosphorus maps directly to MIFAL TP.,aquamatch_chla,validation,3
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,1398,0,1398,0.0,Adapter must divide by 1000 before passing TN to MIFAL.,aquamatch_chla,validation,3
mifal_input_audit_v0,Secchi,minimum_light,direct_observable,mean_secchi_depth_m,mean_secchi_depth_m,m,m,1398,0,1398,0.0,Secchi depth maps directly to transparency/light availability.,aquamatch_chla,validation,3
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,1398,0,1398,0.0,Turbidity can support light limitation when Secchi is absent.,aquamatch_chla,validation,3
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,1398,0,1398,0.0,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,aquamatch_chla,validation,3
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,1398,1398,0,1.0,Origin-month Chl-a can assimilate the analysis state before forecasting.,aquamatch_chla,validation,3
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,1398,1398,0,1.0,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,aquamatch_chla,validation,3
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,1398,0,1398,0.0,No wind or mixing column is present in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,1398,0,1398,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,1398,0,1398,0.0,No flushing-rate column is present in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",1398,0,1398,0.0,No stratification index is present in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,1398,0,1398,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",1398,0,1398,0.0,Satellite bloom index is not in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",1398,0,1398,0.0,Visual bloom reports are not in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,1398,0,1398,0.0,Recent precipitation is not in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",1398,0,1398,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,aquamatch_chla,validation,3
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,2,2,0,1.0,Origin-month water temperature maps directly to MIFAL water temperature.,lakebed_us_cse,test,1
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,2,2,0,1.0,Total phosphorus maps directly to MIFAL TP.,lakebed_us_cse,test,1
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,2,1,1,0.5,Adapter must divide by 1000 before passing TN to MIFAL.,lakebed_us_cse,test,1
mifal_input_audit_v0,Secchi,minimum_light,direct_observable,mean_secchi_depth_m,mean_secchi_depth_m,m,m,2,2,0,1.0,Secchi depth maps directly to transparency/light availability.,lakebed_us_cse,test,1
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,2,0,2,0.0,Turbidity can support light limitation when Secchi is absent.,lakebed_us_cse,test,1
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,2,2,0,1.0,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,lakebed_us_cse,test,1
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,2,2,0,1.0,Origin-month Chl-a can assimilate the analysis state before forecasting.,lakebed_us_cse,test,1
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,2,2,0,1.0,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,lakebed_us_cse,test,1
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,2,0,2,0.0,No wind or mixing column is present in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,2,0,2,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,2,0,2,0.0,No flushing-rate column is present in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,No stratification index is present in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,2,0,2,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,Satellite bloom index is not in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,Visual bloom reports are not in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,2,0,2,0.0,Recent precipitation is not in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,lakebed_us_cse,test,1
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,3,3,0,1.0,Origin-month water temperature maps directly to MIFAL water temperature.,lakebed_us_cse,test,2
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,3,2,1,0.6666666666666666,Total phosphorus maps directly to MIFAL TP.,lakebed_us_cse,test,2
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,3,2,1,0.6666666666666666,Adapter must divide by 1000 before passing TN to MIFAL.,lakebed_us_cse,test,2
mifal_input_audit_v0,Secchi,minimum_light,direct_observable,mean_secchi_depth_m,mean_secchi_depth_m,m,m,3,3,0,1.0,Secchi depth maps directly to transparency/light availability.,lakebed_us_cse,test,2
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,3,0,3,0.0,Turbidity can support light limitation when Secchi is absent.,lakebed_us_cse,test,2
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,3,3,0,1.0,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,lakebed_us_cse,test,2
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,3,3,0,1.0,Origin-month Chl-a can assimilate the analysis state before forecasting.,lakebed_us_cse,test,2
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,3,3,0,1.0,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,lakebed_us_cse,test,2
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,3,0,3,0.0,No wind or mixing column is present in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,3,0,3,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,3,0,3,0.0,No flushing-rate column is present in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,No stratification index is present in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,3,0,3,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,Satellite bloom index is not in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,Visual bloom reports are not in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,3,0,3,0.0,Recent precipitation is not in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,lakebed_us_cse,test,2
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,4,4,0,1.0,Origin-month water temperature maps directly to MIFAL water temperature.,lakebed_us_cse,test,3
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,4,2,2,0.5,Total phosphorus maps directly to MIFAL TP.,lakebed_us_cse,test,3
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,4,2,2,0.5,Adapter must divide by 1000 before passing TN to MIFAL.,lakebed_us_cse,test,3
mifal_input_audit_v0,Secchi,minimum_light,direct_observable,mean_secchi_depth_m,mean_secchi_depth_m,m,m,4,3,1,0.75,Secchi depth maps directly to transparency/light availability.,lakebed_us_cse,test,3
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,4,0,4,0.0,Turbidity can support light limitation when Secchi is absent.,lakebed_us_cse,test,3
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,4,4,0,1.0,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,lakebed_us_cse,test,3
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,4,4,0,1.0,Origin-month Chl-a can assimilate the analysis state before forecasting.,lakebed_us_cse,test,3
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,4,4,0,1.0,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,lakebed_us_cse,test,3
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,4,0,4,0.0,No wind or mixing column is present in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,4,0,4,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,4,0,4,0.0,No flushing-rate column is present in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",4,0,4,0.0,No stratification index is present in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,4,0,4,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",4,0,4,0.0,Satellite bloom index is not in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",4,0,4,0.0,Visual bloom reports are not in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,4,0,4,0.0,Recent precipitation is not in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",4,0,4,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,lakebed_us_cse,test,3
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,2,2,0,1.0,Origin-month water temperature maps directly to MIFAL water temperature.,lakebed_us_cse,train,1
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,2,2,0,1.0,Total phosphorus maps directly to MIFAL TP.,lakebed_us_cse,train,1
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,2,2,0,1.0,Adapter must divide by 1000 before passing TN to MIFAL.,lakebed_us_cse,train,1
mifal_input_audit_v0,Secchi,minimum_light,direct_observable,mean_secchi_depth_m,mean_secchi_depth_m,m,m,2,2,0,1.0,Secchi depth maps directly to transparency/light availability.,lakebed_us_cse,train,1
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,2,0,2,0.0,Turbidity can support light limitation when Secchi is absent.,lakebed_us_cse,train,1
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,2,2,0,1.0,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,lakebed_us_cse,train,1
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,2,2,0,1.0,Origin-month Chl-a can assimilate the analysis state before forecasting.,lakebed_us_cse,train,1
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,2,2,0,1.0,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,lakebed_us_cse,train,1
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,2,0,2,0.0,No wind or mixing column is present in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,2,0,2,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,2,0,2,0.0,No flushing-rate column is present in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,No stratification index is present in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,2,0,2,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,Satellite bloom index is not in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,Visual bloom reports are not in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,2,0,2,0.0,Recent precipitation is not in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",2,0,2,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,lakebed_us_cse,train,1
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,3,3,0,1.0,Origin-month water temperature maps directly to MIFAL water temperature.,lakebed_us_cse,train,2
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,3,2,1,0.6666666666666666,Total phosphorus maps directly to MIFAL TP.,lakebed_us_cse,train,2
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,3,2,1,0.6666666666666666,Adapter must divide by 1000 before passing TN to MIFAL.,lakebed_us_cse,train,2
mifal_input_audit_v0,Secchi,minimum_light,direct_observable,mean_secchi_depth_m,mean_secchi_depth_m,m,m,3,3,0,1.0,Secchi depth maps directly to transparency/light availability.,lakebed_us_cse,train,2
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,3,0,3,0.0,Turbidity can support light limitation when Secchi is absent.,lakebed_us_cse,train,2
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,3,3,0,1.0,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,lakebed_us_cse,train,2
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,3,3,0,1.0,Origin-month Chl-a can assimilate the analysis state before forecasting.,lakebed_us_cse,train,2
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,3,3,0,1.0,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,lakebed_us_cse,train,2
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,3,0,3,0.0,No wind or mixing column is present in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,3,0,3,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,3,0,3,0.0,No flushing-rate column is present in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,No stratification index is present in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,3,0,3,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,Satellite bloom index is not in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,Visual bloom reports are not in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,3,0,3,0.0,Recent precipitation is not in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",3,0,3,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,lakebed_us_cse,train,2
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,8,8,0,1.0,Origin-month water temperature maps directly to MIFAL water temperature.,lakebed_us_cse,train,3
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,8,7,1,0.875,Total phosphorus maps directly to MIFAL TP.,lakebed_us_cse,train,3
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,8,6,2,0.75,Adapter must divide by 1000 before passing TN to MIFAL.,lakebed_us_cse,train,3
mifal_input_audit_v0,Secchi,minimum_light,direct_observable,mean_secchi_depth_m,mean_secchi_depth_m,m,m,8,7,1,0.875,Secchi depth maps directly to transparency/light availability.,lakebed_us_cse,train,3
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,8,0,8,0.0,Turbidity can support light limitation when Secchi is absent.,lakebed_us_cse,train,3
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,8,7,1,0.875,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,lakebed_us_cse,train,3
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,8,6,2,0.75,Origin-month Chl-a can assimilate the analysis state before forecasting.,lakebed_us_cse,train,3
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,8,6,2,0.75,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,lakebed_us_cse,train,3
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,8,0,8,0.0,No wind or mixing column is present in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,8,0,8,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,8,0,8,0.0,No flushing-rate column is present in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",8,0,8,0.0,No stratification index is present in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,8,0,8,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",8,0,8,0.0,Satellite bloom index is not in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",8,0,8,0.0,Visual bloom reports are not in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,8,0,8,0.0,Recent precipitation is not in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",8,0,8,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,lakebed_us_cse,train,3
mifal_input_audit_v0,Tw,minimum_temperature,direct_observable,mean_temperature_C,mean_temperature_C,deg C,deg C,2,2,0,1.0,Origin-month water temperature maps directly to MIFAL water temperature.,lakebed_us_cse,validation,1
mifal_input_audit_v0,TP,minimum_nutrients,direct_observable,mean_TP_ugL,mean_TP_ugL,ug/L,ug/L,2,1,1,0.5,Total phosphorus maps directly to MIFAL TP.,lakebed_us_cse,validation,1
mifal_input_audit_v0,TN,optional_nutrients,unit_transform_observable,mean_TN_ugL,mean_TN_ugL,ug/L,mg/L,2,1,1,0.5,Adapter must divide by 1000 before passing TN to MIFAL.,lakebed_us_cse,validation,1
